Row	Column	Plate	Product Name	Formula	Product No.	ChEBI Name	SMILES	InChI	InChIKey	formula	ChEBI	KEGG	HMDB	LipidMaps
A	11	1	L-Serine	C3H7NO3	84959	L-serine	N[C@@H](CO)C(O)=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	MTCFGRXMJLQNBG-REOHCLBHSA-N	C3H7NO3	CHEBI:17822	C00065	HMDB0000187	
A	12	1	L-Cysteine	C3H7NO2S	30089	L-cysteine	N[C@@H](CS)C(O)=O	InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1	XUJNEKJLAYXESH-REOHCLBHSA-N	C3H7NO2S	CHEBI:17561	C00097	HMDB0000574	
B	1	1	L-Citrulline	C6H13N3O3	C7629	L-citrulline	N[C@@H](CCCNC(N)=O)C(O)=O	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	RHGKLRLOHDJJDR-BYPYZUCNSA-N	C6H13N3O3	L-citrulline	C00327	HMDB0000904	
B	2	1	Taurine	C2H7NO3S	86329	taurine	C(CS(O)(=O)=O)N	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	XOAAWQZATWQOTB-UHFFFAOYSA-N	C2H7NO3S	CHEBI:15891			
B	3	1	D-(+)-Gluconic acid δ-lactone	C6H10O6	G4750	D-glucono-1,5-lactone	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1	PHOQVHQSTUBQQK-SQOUGZDYSA-N	C6H10O6	CHEBI:16217	C00198	HMDB0000150	
B	4	1	Nicotinic acid	C6H5NO2	N4126	nicotinic acid	OC(=O)c1cccnc1	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	PVNIIMVLHYAWGP-UHFFFAOYSA-N	C6H5NO2	CHEBI:15940			
B	5	1	Inosine	C10H12N4O5	I4125	inosine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	UGQMRVRMYYASKQ-KQYNXXCUSA-N	C10H12N4O5	CHEBI:17596			
B	6	1	γ-Aminobutyric acid	C4H9NO2	A2129	gamma-aminobutyric acid	NCCCC(O)=O	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	BTCSSZJGUNDROE-UHFFFAOYSA-N	C4H9NO2	CHEBI:16865	C00334	HMDB0000112	LMFA01100039
B	7	1	Cytosine	C4H5N3O	C3506	cytosine	Nc1cc[nH]c(=O)n1	InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)	OPTASPLRGRRNAP-UHFFFAOYSA-N	C4H5N3O	CHEBI:16040	C00380	HMDB0000630	
B	8	1	L-Isoleucine	C6H13NO2	58879	L-leucine	CC(C)C[C@H](N)C(O)=O	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	ROHFNLRQFUQHCH-YFKPBYRVSA-N	C6H13NO2	CHEBI:15603	C00123	HMDB0000687	
B	9	1	Pyrazole	C3H4N2	P56607	1H-pyrazole	c1cn[nH]c1	InChI=1S/C3H4N2/c1-2-4-5-3-1/h1-3H,(H,4,5)	WTKZEGDFNFYCGP-UHFFFAOYSA-N	C3H4N2	CHEBI:17241	C00481		
B	10	1	L-Glutamic acid	C5H9NO4	G1251	L-glutamic acid	N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	WHUUTDBJXJRKMK-VKHMYHEASA-N	C5H9NO4	CHEBI:16015	C00025	HMDB0000148	
B	11	1	L-Ascorbic acid	C6H8O6	A0278	L-ascorbic acid	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO 	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1 	CIWBSHSKHKDKBQ-JLAZNSOCSA-N 	C6H8O6	CHEBI:29073 	C00072	HMDB0000044	
B	12	1	4-Hydroxyphenylacetic acid	C8H8O3	H50004	4-hydroxyphenylacetic acid	OC(=O)Cc1ccc(O)cc1 	InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11) 	XQXPVVBIMDBYFF-UHFFFAOYSA-N 	C8H8O3	CHEBI:18101 	C00642	HMDB0000020	
C	1	1	N-Acetyl-D-glucosamine	C8H15NO6	A8625	N-acetyl-D-glucosamine	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1	OVRNDRQMDRJTHS-RTRLPJTCSA-N	C8H15NO6	CHEBI:506227	C00140		
C	2	1	Sarcosine	C3H7NO2	131776	sarcosine	CNCC(O)=O 	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6) 	FSYKKLYZXJSNPZ-UHFFFAOYSA-N 	C3H7NO2	CHEBI:15611 	C00213	HMDB0000271	
C	3	1	D-Gluconic acid solution	C6H12O7	G1951	D-gluconic acid	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O 	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1 	RGHNJXZEOKUKBD-SQOUGZDYSA-N 	C6H12O7	CHEBI:33198 	C00257	HMDB0000625	
C	4	1	(-) Quinic acid	C7H12O6	46944U	(-)-quinic acid	O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1	AAWZDTNXLSGCEK-WYWMIBKRSA-N	C7H12O6	CHEBI:17521	C00296	HMDB0003072	
C	5	1	L-Dihydroorotic acid	C5H6N2O4	D7128	(S)-dihydroorotic acid	OC(=O)[C@@H]1CC(=O)NC(=O)N1	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/t2-/m0/s1	UFIVEPVSAGBUSI-REOHCLBHSA-N	C5H6N2O4	CHEBI:17025	C00337	HMDB0003349	
C	6	1	Malonic acid	C3H4O4	46938U	malonic acid	OC(=O)CC(O)=O	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7) 	OFOBLEOULBTSOW-UHFFFAOYSA-N 	C3H4O4	CHEBI:30794 	C00383	HMDB0000691	MFA01170041
C	7	1	Pipecolinic acid	C6H11NO2	P45850	pipecolic acid	OC(=O)C1CCCCN1 	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9) 	HXEACLLIILLPRG-UHFFFAOYSA-N 	C6H11NO2	CHEBI:17964 		HMDB0000070	
C	8	1	Glycine	C2H5NO2	G7126	glycine	NCC(O)=O 	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5) 	DHMQDGOQFOQNFH-UHFFFAOYSA-N 	C2H5NO2	CHEBI:15428 	C00037	HMDB0000123	
C	9	1	L-Methionine	C5H11NO2S	64319	L-methionine	CSCC[C@H](N)C(O)=O	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	FFEARJCKVFRZRR-BYPYZUCNSA-N	C5H11NO2S	CHEBI:16643	C00073	HMDB0000696	
C	10	1	Tetrahydrofolic acid	C19H23N7O6	T3125	5,6,7,8-tetrahydrofolic acid	Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)Nc2c(=O)[nH]1	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1	MSTNYGQPCMXVAQ-KIYNQFGBSA-N	C19H23N7O6	CHEBI:20506	C00101		
C	11	1	Thymidine	C10H14N2O5	T9250	thymidine	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O 	InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1 	IQFYYKKMVGJFEH-XLPZGREQSA-N 	C10H14N2O5	CHEBI:17748 	C00214	HMDB0000273	
C	12	1	Dihydrofolic acid	C19H21N7O6	D7006	dihydrofolic acid	Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=Nc2c(=O)[nH]1 	InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t12-/m0/s1 	OZRNSSUDZOLUSN-LBPRGKRZSA-N 	C19H21N7O6	CHEBI:15633 	C00415		
D	1	1	Uridine 5'-monophosphate	C9H13N2O9P	U1752	uridine 5'-monophosphate	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	DJJCXFVJDGTHFX-XVFCMESISA-N	C9H13N2O9P	CHEBI:16695	C00105	HMDB0000288	
D	2	1	L-Proline	C5H9NO2	P5607	L-proline	OC(=O)[C@@H]1CCCN1	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	ONIBWKKTOPOVIA-BYPYZUCNSA-N	C5H9NO2	CHEBI:17203	C00148	HMDB0000162	
D	3	1	L-(+)-Lactic acid	C3H6O3	L1750	(S)-lactic acid	C[C@H](O)C(O)=O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1	JVTAAEKCZFNVCJ-REOHCLBHSA-N	C3H6O3	CHEBI:422	C00186	HMDB0000190	
D	4	1	Uridine	C9H12N2O6	U3750	uridine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O 	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1 	DRTQHJPVMGBUCF-XVFCMESISA-N 	C9H12N2O6	CHEBI:16704 	C00299	HMDB0000296	
D	5	1	Fructose 1,6-Bisphosphate tetra(cyclohexylammonium) salt	C6H14O12P2	F0752	keto-D-fructose 1,6-bisphosphate	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O	InChI=1S/C6H14O12P2/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16)/t3-,5-,6-/m1/s1	XPYBSIWDXQFNMH-UYFOZJQFSA-N	C6H14O12P2	CHEBI:16905	C00354	HMDB0001058	
D	6	1	L-Carnosine	C9H14N4O3	C9625	carnosine	NCCC(=O)N[C@@H](CC1=CNC=N1)C(O)=O 	InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1 	CQOVPNPJLQNMDC-ZETCQYMHSA-N 	C9H14N4O3	CHEBI:15727 	C00386	HMDB0000033	
D	7	1	Nicotinamide	C6H6N2O	72340	nicotinamide	NC(=O)c1cccnc1 	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9) 	DFPAKSUCGFBDDF-UHFFFAOYSA-N 	C6H6N2O	CHEBI:17154 	C00153	HMDB0001406	
D	8	1	Shikimic acid	C7H10O5	S5375	shikimic acid	O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O 	InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/t4-,5-,6-/m1/s1 	JXOHGGNKMLTUBP-HSUXUTPPSA-N 	C7H10O5	CHEBI:16119	C00493	HMDB0003070	
D	9	1	Succinic acid	C4H6O4	S3674	succinic acid	OC(=O)CCC(O)=O 	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8) 	KDYFGRWQOYBRFD-UHFFFAOYSA-N 	C4H6O4	CHEBI:15741 	C00042	HMDB0000254	LMFA01170043
D	10	1	L-Phenylalanine	C9H11NO2	P5482	L-phenylalanine	N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	COLNVLDHVKWLRT-QMMMGPOBSA-N	C9H11NO2	CHEBI:17295	C00079	HMDB0000159	
D	11	1	2'-Deoxycytidine 5'-monophosphate	C9H14N3O7P	D7750	2'-deoxycytosine 5'-monophosphate	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)c(=O)n1 	InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1 	NCMVOABPESMRCP-SHYZEUOFSA-N	C9H14N3O7P	CHEBI:15918 	C00239		
D	12	1	Creatine	C4H9N3O2	C0780	creatine	CN(CC(O)=O)C(N)=N 	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9) 	CVSVTCORWBXHQV-UHFFFAOYSA-N 	C4H9N3O2	CHEBI:16919 	C00300	HMDB0000064	
E	1	1	Dihydrouracil	C4H6N2O2	D7628	5,6-dihydrouracil	O=C1CCNC(=O)N1 	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)	OIVLITBTBDPEFK-UHFFFAOYSA-N	C4H6N2O2	CHEBI:15901			
E	2	1	D-Malic acid	C4H6O5	46940U	(R)-malic acid	O[C@H](CC(O)=O)C(O)=O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m1/s1	BJEPYKJPYRNKOW-UWTATZPHSA-N	C4H6O5	CHEBI:30796	C00497	HMDB0000744	
E	3	1	L-Lysine	C6H14N2O2	23128	L-lysine	NCCCC[C@H](N)C(O)=O	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1	KDXKERNSBIXSRK-YFKPBYRVSA-N	C6H14N2O2	CHEBI:18019	C00047	HMDB0000182	
E	4	1	L-Tyrosine	C9H11NO3	93829	L-tyrosine	N[C@@H](Cc1ccc(O)cc1)C(O)=O	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	OUYCCCASQSFEME-QMMMGPOBSA-N	C9H11NO3	CHEBI:17895	C00082	HMDB0000158	
E	5	1	Glycerol	C3H8O3	G5516	glycerol	OCC(O)CO	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	PEDCQBHIVMGVHV-UHFFFAOYSA-N	C3H8O3	CHEBI:17754	C3H8O3	HMDB0000131	
E	6	1	L-Asparagine	C4H8N2O3	A0884	L-asparagine	N[C@@H](CC(N)=O)C(O)=O	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1	DCXYFEDJOCDNAF-REOHCLBHSA-N	C4H8N2O3	CHEBI:17196	C00152	HMDB0000168	
E	7	1	L-Valine	C5H11NO2	94619	L-valine	CC(C)[C@H](N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	KZSNJWFQEVHDMF-BYPYZUCNSA-N	C5H11NO2	CHEBI:16414	C00183	HMDB0000883	
E	8	1	L-Homoserine	C4H9NO3	H6515	L-homoserine	N[C@@H](CCO)C(O)=O	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	UKAUYVFTDYCKQA-VKHMYHEASA-N	C4H9NO3	CHEBI:15699	C00263	HMDB0000719	
E	9	1	Pyridoxine	C8H11NO3	P5669	pyridoxine	CC1=C(O)C(CO)=C(CO)C=N1	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	LXNHXLLTXMVWPM-UHFFFAOYSA-N	C8H11NO3	CHEBI:16709	C00314	HMDB0000239	
E	10	1	2'-Deoxyadenosine 5'-monophosphate	C10H14N5O6P	D6375	2'-deoxyadenosine 5'-monophosphate	Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1	KHWCHTKSEGGWEX-RRKCRQDMSA-N	C10H14N5O6P	CHEBI:17713	C00360	HMDB0000905	
E	11	1	L-(+)-Tartaric acid	C4H6O6	251380	L-tartaric acid	O[C@H]([C@@H](O)C(O)=O)C(O)=O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1	FEWJPZIEWOKRBE-JCYAYHJZSA-N	C4H6O6	CHEBI:15671	C00898		
E	12	1	β-Nicotinamide mononucleotide	C11H15N2O8P	N3501	Nicotinamide ribonucleotide	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O	InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/t7-,8-,9-,11-/m1/s1	DAYLJWODMCOQEW-TURQNECASA-N	C11H15N2O8P	CHEBI:16171	C00455		
F	1	1	Folic acid	C19H19N7O6	F7876	folic acid	Nc1nc2ncc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)nc2c(=O)[nH]1	InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1	OVBPIULPVIDEAO-LBPRGKRZSA-N	C19H19N7O6	CHEBI:27470	C00504	HMDB0000121	
F	2	1	DL-Isocitric acid trisodium salt hydrate	C6H8O7	I1252	isocitric acid	OC(C(CC(O)=O)C(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)	ODBLHEXUDAPZAU-UHFFFAOYSA-N	C6H8O7	CHEBI:30887	C00311	HMDB0000193	
F	3	1	Thiourea	CH4N2S	T8656	thiourea	NC(N)=S	InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)	UMGDCJDMYOKAJW-UHFFFAOYSA-N	CH4N2S	CHEBI:36946	C14415		
F	4	1	Diethanolamine	C4H11NO2	31590	diethanolamine	OCCNCCO	InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2	ZBCBWPMODOFKDW-UHFFFAOYSA-N	C4H11NO2	CHEBI:28123	C06772	HMDB0004437	
F	5	1	DL-3-Aminoisobutyric acid	C4H9NO2	217794	3-aminobutanoic acid	NC(CC(=O)O)C	InChI=1S/C4H9NO2/c1-3(5)2-4(6)7/h3H,2,5H2,1H3,(H,6,7)	OQEBBZSWEGYTPG-UHFFFAOYSA-N	C4H9NO2	CHEBI:37081		HMDB0031654	
F	6	1	Cys-Gly	C5H10N2O3S	C0166	L-cysteinylglycine	N[C@@H](CS)C(=O)NCC(O)=O	InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1	ZUKPVRWZDMRIEO-VKHMYHEASA-N	C5H10N2O3S	CHEBI:4047	C01419	HMDB0000078	
F	7	1	Creatinine	C4H7N3O	C4255	creatinine	CN1CC(=O)NC1=N	InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)	DDRJAANPRJIHGJ-UHFFFAOYSA-N	C4H7N3O	CHEBI:16737	C00791	HMDB0000562	
F	8	1	trans-Aconitic acid	C6H6O6	122750	trans-aconitic acid	OC(=O)C\C(=C/C(O)=O)C(O)=O	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+	GTZCVFVGUGFEME-HNQUOIGGSA-N	C6H6O6	CHEBI:32806	C02341	HMDB0000958	
F	9	1	N-Acetyl-D-mannosamine	C8H15NO6	A8176	N-acetyl-D-mannosamine	CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5+,6-,7-,8?/m1/s1	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	C8H15NO6	CHEBI:63153	C00645	HMDB0001129	
