Row	Column	Plate	Product Name	Formula	Product No.	ChEBI Name	SMILES	InChI	InChIKey	formula	ChEBI	KEGG	HMDB	LipidMaps
5	D	1	Indole-3-propionic acid	C11H11NO2	57400	3-(1H-indol-3-yl)propanoic acid	OC(=O)CCc1c[nH]c2ccccc12	InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)	GOLXRNDWAUTYKT-UHFFFAOYSA-N	C11H11NO2	CHEBI:43580		HMDB0002302	
6	D	1	DL-N-FORMYLPHENYLALANINE	C10H11NO3	S620750	N-formylphenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC=O	InChI=1S/C10H11NO3/c12-7-11-9(10(13)14)6-8-4-2-1-3-5-8/h1-5,7,9H,6H2,(H,11,12)(H,13,14)	NSTPXGARCQOSAU-UHFFFAOYSA-N	C1=CC=C(C=C1)CC(C(=O)O)NC=O				
7	D	1	Isobutyryl-L-carnitine	C11H21NO4	51085	O-isobutyryl-L-carnitine	C[N+](C)(C)C[C@H](OC(C(C)C)=O)CC([O-])=O	InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1	LRCNOZRCYBNMEP-SECBINFHSA-N	C11H21NO4	CHEBI:84838		HMDB0000736	
8	D	1	Isovaleryl-L-carnitine (chloride)	C12H23NO4 (Isovalerylcarnitine)	26555	isovaleryl-L-carnitine	CC(C)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3/t10-/m1/s1	IGQBPDJNUXPEMT-SNVBAGLBSA-N	C12H23NO4	CHEBI:70819		HMDB0000688	
9	D	1	Heptadecanoic acid	C17H34O2	H3500	heptadecanoic acid	CCCCCCCCCCCCCCCCC(O)=O	InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)	KEMQGTRYUADPNZ-UHFFFAOYSA-N	C17H34O2	CHEBI:32365		HMDB0002259	LMFA01010017
10	D	1	(±)-Naringenin	C15H12O5	N5893	naringenin	Oc1ccc(cc1)C1CC(=O)c2c(O)cc(O)cc2O1	InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2	FTVWIRXFELQLPI-UHFFFAOYSA-N	C15H12O5	CHEBI:50202			
11	D	1	13Z,16Z-Docosadienoic Acid	C22H40O2	20749	(13Z,16Z)-docosadienoic acid	CCCCC\C=C/C\C=C/CCCCCCCCCCCC(O)=O	InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6-,10-9-	HVGRZDASOHMCSK-HZJYTTRNSA-N	C22H40O2	CHEBI:75117	C16533		LMFA01030405
12	D	1	γ-Tocotrienol	C28H42O2	10008494	gamma-tocotrienol	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1	InChI=1S/C28H42O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h11,13,15,19,29H,8-10,12,14,16-18H2,1-7H3/b21-13+,22-15+/t28-/m1/s1	OTXNTMVVOOBZCV-WAZJVIJMSA-N	C28H42O2	CHEBI:33277	C14155	HMDB0012958	LMPR02020057
1	E	1	Phenethylamine	C8H11N	128945	2-phenylethylamine	NCCc1ccccc1	InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2	BHHGXPLMPWCGHP-UHFFFAOYSA-N	C8H11N	CHEBI:18397	C05332	HMDB0012275	
2	E	1	3-Methylindole	C9H9N	90961	skatole	Cc1c[nH]c2ccccc12	InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3	ZFRKQXVRDFCRJG-UHFFFAOYSA-N	C9H9N	CHEBI:9171	C08313	HMDB0000466	
3	E	1	Stachydrine (hydrochloride)	C7H13NO2 (Proline betaine)	20506	L-proline betaine	C[N+]1(C)CCC[C@H]1C([O-])=O	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1	CMUNUTVVOOHQPW-LURJTMIESA-N	C7H13NO2	CHEBI:35280	C10172	HMDB0004827	
4	E	1	Phenylacetyl L-Glutamine	C13H16N2O4	16724	N(2)-phenylacetyl-L-glutamine	NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(O)=O	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1	JFLIEFSWGNOPJJ-JTQLQIEISA-N	C13H16N2O4	CHEBI:17884	C04148	HMDB0006344	
5	E	1	Piperine	C17H19NO3	75047	piperine	O=C(\C=C\C=C\c1ccc2OCOc2c1)N3CCCCC3	InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+	MXXWOMGUGJBKIW-YPCIICBESA-N	C17H19NO3	CHEBI:28821	C03882	HMDB0029377	
6	E	1	Palmitoylethanolamide	C18H37NO2	P0359	palmitoyl ethanolamide	CCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)	HXYVTAGFYLMHSO-UHFFFAOYSA-N	C18H37NO2	CHEBI:71464	C16512	HMDB0002100	LMFA08040013
7	E	1	Stearoyl Ethanolamide	C20H41NO2	90245	N-(octadecanoyl)ethanolamine	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	OTGQIQQTPXJQRG-UHFFFAOYSA-N	C20H41NO2	CHEBI:85299		HMDB0013078	LMFA08040051
8	E	1	Hyocholic Acid	C24H40O5	20293	hyocholic acid	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3([C@@H]([C@@H]([C@@]2(C[C@@H](C1)O)[H])O)O)[H])(CC[C@]4([H])[C@@H](CCC(O)=O)C)[H])C)[H])C	InChI=1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13-,14-,15-,16+,17+,18+,20+,21-,22+,23-,24-/m1/s1	DKPMWHFRUGMUKF-KWXDGCAGSA-N	C24H40O5	CHEBI:81244	C17649	HMDB0000760	LMST04010064
9	E	1	Glycolithocholic Acid	C26H43NO4	21723	glycolithocholic acid	[H][C@]12CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC[C@@H](O)C2	InChI=1S/C26H43NO4/c1-16(4-9-23(29)27-15-24(30)31)20-7-8-21-19-6-5-17-14-18(28)10-12-25(17,2)22(19)11-13-26(20,21)3/h16-22,28H,4-15H2,1-3H3,(H,27,29)(H,30,31)/t16-,17-,18-,19+,20-,21+,22+,25+,26-/m1/s1	XBSQTYHEGZTYJE-OETIFKLTSA-N	C26H43NO4	CHEBI:37998	C15557		
10	E	1	4-Aminobenzoic Acid (sodium salt)	C7H7NO2 (free acid)	18659	4-aminobenzoic acid	C1(C(O)=O)=CC=C(N)C=C1	InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)	ALYNCZNDIQEVRV-UHFFFAOYSA-N	C7H7NO2	CHEBI:30753	C00568	HMDB0001392	
11	E	1	Propionyl-L-carnitine (chloride)	C10H19NO4 (free base)	9001873	O-propanoyl-L-carnitine	CCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1	UFAHZIUFPNSHSL-MRVPVSSYSA-N	C10H19NO4	CHEBI:53210		HMDB0000824	LMFA07070005
12	E	1	Octanoyl-L-carnitine (chloride)	C15H29NO4 (Non-Chloride)	26558	O-octanoyl-L-carnitine	CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1	CXTATJFJDMJMIY-CYBMUJFWSA-N	C15H29NO4	CHEBI:18102	C02838	HMDB0000791	LMFA07070002
1	F	1	Stigmasterol	C29H48O	FS12894	stigmasterol	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C	InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-10,19-21,23-27,30H,7,11-18H2,1-6H3/b9-8+/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1	HCXVJBMSMIARIN-PHZDYDNGSA-N	C29H48O	CHEBI:28824			
