Row	Column	Plate	Product Name	Formula	Product No.	ChEBI Name	SMILES	InChI	InChIKey	formula	ChEBI	KEGG	HMDB	LipidMaps
B	2	1	(R)-3-Hydroxybutyric acid	C4H8O3	54920	(R)-3-hydroxybutyric acid	C[C@@H](O)CC(O)=O	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1	WHBMMWSBFZVSSR-GSVOUGTGSA-N	C4H8O3	CHEBI:17066	C01089	HMDB0000011	LMFA01050243
B	3	1	4-Methyl-2-oxovaleric acid	C6H10O3	68255	4-methyl-2-oxopentanoic acid	CC(C)CC(=O)C(=O)O	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	BKAJNAXTPSGJCU-UHFFFAOYSA-N	C6H10O3	CHEBI:48430	C00233	HMDB0000695	
B	4	1	Oxaloacetic acid	C4H4O5	O4126	oxaloacetic acid	C(C(=O)C(=O)O)C(=O)O	InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)	KHPXUQMNIQBQEV-UHFFFAOYSA-N	C4H4O5	CHEBI:30744	C00036	HMDB0000223	LMFA01170061
B	5	1	α-Ketoglutaric acid	C5H6O5	K1750	2-oxoglutaric acid	C(CC(=O)O)C(=O)C(=O)O	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N	C5H6O5	CHEBI:30915	C00026	HMDB0000208	
B	6	1	2-Oxoadipic acid	C6H8O5	75447	2-oxoadipic acid	C(CC(=O)C(=O)O)CC(=O)O	InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)	FGSBNBBHOZHUBO-UHFFFAOYSA-N	C6H8O5	CHEBI:15753	C00322	HMDB0000225	LMFA01170121
B	7	1	3-Hydroxy-3-methylglutaric acid	C6H10O5	H4392	3-hydroxy-3-methylglutaric acid	CC(CC(=O)O)(CC(=O)O)O	InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)	NPOAOTPXWNWTSH-UHFFFAOYSA-N	C6H10O5	CHEBI:16831	C03761	HMDB0000355	
B	8	1	3-Hydroxymandelic acid	C8H8O4	55520	3-hydroxymandelic acid	OC(C(O)=O)c1cccc(O)c1	InChI=1S/C8H8O4/c9-6-3-1-2-5(4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)	OLSDAJRAVOVKLG-UHFFFAOYSA-N	C8H8O4	CHEBI:86553		HMDB0000750	
B	9	1	Tricarballylic acid	C6H8O6	T53503	tricarballylic acid	C(C(CC(=O)O)C(=O)O)C(=O)O	InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	KQTIIICEAUMSDG-UHFFFAOYSA-N	C6H8O6	CHEBI:45969			
B	10	1	β-(m-Hydroxyphenyl)hydracrylic Acid	C9H10O4	H949280	3-(3-hydroxyphenyl)-3-hydroxypropanoic acid	OC(CC(O)=O)c1cccc(O)c1	InChI=1S/C9H10O4/c10-7-3-1-2-6(4-7)8(11)5-9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	KHTAGVZHYUZYMF-UHFFFAOYSA-N	C9H10O4	CHEBI:86369		HMDB0002643	
B	11	1	Indole-3-propionic acid	C11H11NO2	57400	3-(1H-indol-3-yl)propanoic acid	C1=CC=C2C(=C1)C(=CN2)CCC(=O)O	InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)	GOLXRNDWAUTYKT-UHFFFAOYSA-N	C11H11NO2	CHEBI:43580		HMDB0002302	
B	12	1	DL-Vanillactic acid lithium salt hydrate	C10H12O5	89127	Vanillactic acid	C(C(O)CC=1C=C(C(=CC1)O)OC)(=O)O	InChI=1S/C10H12O5/c1-15-9-5-6(2-3-7(9)11)4-8(12)10(13)14/h2-3,5,8,11-12H,4H2,1H3,(H,13,14)	SVYIZYRTOYHQRE-UHFFFAOYSA-N	C10H12O5	CHEBI:88526		HMDB0000913	
C	1	1	γ-Aminobutyric acid	C4H9NO2	A2129	gamma-aminobutyric acid	NCCCC(O)=O	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	BTCSSZJGUNDROE-UHFFFAOYSA-N	C4H9NO2	CHEBI:16865	C00334	HMDB0000112	LMFA01100039
C	2	1	3-Hydroxy-2-methylbutanoic Acid	C5H10O3	H946485	3-hydroxy-2-methylbutanoic acid	CC(O)C(C)C(O)=O	InChI=1S/C5H10O3/c1-3(4(2)6)5(7)8/h3-4,6H,1-2H3,(H,7,8)	VEXDRERIMPLZLU-UHFFFAOYSA-N	C5H10O3	CHEBI:37051			
C	3	1	3-Methylglutaric acid	C6H10O4	M47604	3-methylglutaric acid	CC(CC(=O)O)CC(=O)O	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	XJMMNTGIMDZPMU-UHFFFAOYSA-N	C6H10O4	CHEBI:68566		HMDB0000752	LMFA01170117
C	4	1	3-Hydroxyglutaric acid	C5H8O5	4725	3-hydroxyglutaric acid	C(C(CC(=O)O)O)C(=O)O	InChI=1S/C5H8O5/c6-3(1-4(7)8)2-5(9)10/h3,6H,1-2H2,(H,7,8)(H,9,10)	ZQHYXNSQOIDNTL-UHFFFAOYSA-N	C5H8O5	CHEBI:39980		HMDB0000428	
C	5	1	m-Tolylacetic acid	C9H10O2	T38091	3-methylphenylacetic acid	CC1=CC(=CC=C1)CC(=O)O	InChI=1S/C9H10O2/c1-7-3-2-4-8(5-7)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)	GJMPSRSMBJLKKB-UHFFFAOYSA-N	C9H10O2	CHEBI:88356		HMDB0002222	
C	6	1	3-Methylcrotonyl Glycine	C7H11NO3	M294540	3-methylcrotonyl glycine	CC(=CC(=O)NCC(=O)O)C	InChI=1S/C7H11NO3/c1-5(2)3-6(9)8-4-7(10)11/h3H,4H2,1-2H3,(H,8,9)(H,10,11)	PFWQSHXPNKRLIV-UHFFFAOYSA-N	C7H11NO3	CHEBI:68499		HMDB0000459	
C	7	1	3-Methyladipic acid	C7H12O4	M27409	3-methyladipic acid	CC(CCC(O)=O)CC(O)=O	InChI=1S/C7H12O4/c1-5(4-7(10)11)2-3-6(8)9/h5H,2-4H2,1H3,(H,8,9)(H,10,11)	SYEOWUNSTUDKGM-UHFFFAOYSA-N	C7H12O4	CHEBI:68503		HMDB0000555	
C	8	1	3-Propylmalic acid	C7H12O5	69499	3-propylmalic acid	CCCC(C(O)C(O)=O)C(O)=O	InChI=1S/C7H12O5/c1-2-3-4(6(9)10)5(8)7(11)12/h4-5,8H,2-3H2,1H3,(H,9,10)(H,11,12)	LOLHYFQEDPGSHZ-UHFFFAOYSA-N	C7H12O5	CHEBI:30850	C02123		
C	9	1	3-Hydroxysuberic Acid	C8H14O5	H953795	3-hydroxysuberic acid	OC(CCCCC(O)=O)CC(O)=O	InChI=1S/C8H14O5/c9-6(5-8(12)13)3-1-2-4-7(10)11/h6,9H,1-5H2,(H,10,11)(H,12,13)	ARJZZFJXSNJKGR-UHFFFAOYSA-N	C8H14O5	CHEBI:70766		HMDB0000325	LMFA01170093
C	10	1	DL-4-Hydroxy-3-methoxymandelic acid	C9H10O5	H0131	vanillylmandelic acid	COc1cc(ccc1O)C(O)C(O)=O	InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)	CGQCWMIAEPEHNQ-UHFFFAOYSA-N	C9H10O5	CHEBI:20106	C05584	HMDB0000291	
C	11	1	3-Hydroxy Sebacic Acid	C10H18O5	H953770	3-hydroxysebacic acid	OC(CCCCCCC(O)=O)CC(O)=O	InChI=1S/C10H18O5/c11-8(7-10(14)15)5-3-1-2-4-6-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)	OQYZCCKCJQWHIE-UHFFFAOYSA-N	C10H18O5	CHEBI:89182		HMDB0000350	LMFA01170092
C	12	1	4-Hydroxyhippuric Acid	C10H11NO5	H827810	p-hydroxyhippuric acid	C1=CC(=CC=C1C(=O)NCC(=O)O)O	InChI=1S/C9H9NO4/c11-7-3-1-6(2-4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)	ZMHLUFWWWPBTIU-UHFFFAOYSA-N	C9H9NO4	CHEBI:71018		HMDB0013678	
D	1	1	Lithium acetoacetate	C4H6O3	A8509	acetoacetic acid	CC(=O)CC(=O)O	InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)	WDJHALXBUFZDSR-UHFFFAOYSA-N	C4H6O3	CHEBI:15344	C00164	HMDB0000060	LMFA01060003
D	2	1	L-2-Aminobutyric acid	C4H9NO2	A1879	L-alpha-aminobutyric acid	CC[C@H](N)C(O)=O	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1	QWCKQJZIFLGMSD-VKHMYHEASA-N	C4H9NO2	CHEBI:35619	C02356	HMDB0000452	LMFA01100034
D	3	1	α-Keto Isovaleric Acid Sodium Salt	C5H8O3	K193500	3-methyl-2-oxobutanoic acid	CC(C)C(=O)C(=O)O	InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)	QHKABHOOEWYVLI-UHFFFAOYSA-N	C5H8O3	CHEBI:16530	C00141	HMDB0000019	LMFA01020274
D	4	1	2-Hydroxy-3-methylbutyric acid	C5H10O3	219835	2-hydroxy-3-methylbutyric acid	CC(C)C(O)C(O)=O	InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)	NGEWQZIDQIYUNV-UHFFFAOYSA-N	C5H10O3	CHEBI:60645		HMDB0000407	
D	5	1	L-Pyroglutamic acid	C5H7NO3	83160	5-oxo-L-proline	OC(=O)[C@@H]1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1	ODHCTXKNWHHXJC-VKHMYHEASA-N	C5H7NO3	CHEBI:18183	C01879	HMDB0000267	
D	6	1	5-Aminolevulinic Acid Hydrochloride Salt	C5H9NO3	A611780	5-aminolevulinic acid	C(CC(=O)O)C(=O)CN	InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)	ZGXJTSGNIOSYLO-UHFFFAOYSA-N	C5H9NO3	CHEBI:17549	C00430	HMDB0001149	
D	7	1	(2S,5R)-trans-5-Hydroxypiperidine-2-carboxylicacid	C6H11NO3	FH152122	(2S,5R)-trans-5-Hydroxypiperidine-2-carboxylic acid	RKEYKDXXZCICFZ-UHNVWZDZSA-N	InChI=1S/C6H11NO3/c8-4-1-2-5(6(9)10)7-3-4/h4-5,7-8H,1-3H2,(H,9,10)/t4-,5+/m1/s1	RKEYKDXXZCICFZ-UHNVWZDZSA-N					
D	8	1	4-Hydroxyphenylacetic acid	C8H8O3	H50004	4-hydroxyphenylacetic acid	C1=CC(=CC=C1CC(=O)O)O	InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	XQXPVVBIMDBYFF-UHFFFAOYSA-N	C8H8O3	CHEBI:18101	C00642	HMDB0000020	
D	9	1	Allantoin	C4H6N4O3	5670	allantoin	NC(=O)NC1NC(=O)NC1=O	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	POJWUDADGALRAB-UHFFFAOYSA-N	C4H6N4O3	CHEBI:15676	C01551	HMDB0000462	
D	10	1	4-Pyridoxolactone	C8H7NO3	2582	4-pyridoxolactone	CC1=NC=C2COC(=O)C2=C1O	InChI=1S/C8H7NO3/c1-4-7(10)6-5(2-9-4)3-12-8(6)11/h2,10H,3H2,1H3	HHPDVQLBYQFYFA-UHFFFAOYSA-N	C8H7NO3	CHEBI:16871	C00971		
D	11	1	cis-Aconitic acid	C6H6O6	A3412	cis-aconitic acid	OC(=O)C\C(=C\C(O)=O)C(O)=O	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-	GTZCVFVGUGFEME-IWQZZHSRSA-N	C6H6O6	CHEBI:32805	C00417	HMDB0000072	
D	12	1	Xanthurenic acid	C10H7NO4	D120804	xanthurenic acid	OC(=O)c1cc(O)c2cccc(O)c2n1	InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)	FBZONXHGGPHHIY-UHFFFAOYSA-N	C10H7NO4	CHEBI:10072		HMDB0000881	
E	1	1	Fumaric acid	C4H4O4	47910	fumaric acid	OC(=O)\C=C\C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	VZCYOOQTPOCHFL-OWOJBTEDSA-N	C4H4O4	CHEBI:18012	C00122	HMDB0000134	
E	2	1	Benzoic acid	C7H6O2	242381	benzoic acid	OC(=O)c1ccccc1	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N	C7H6O2	CHEBI:30746	C00180	HMDB0001870	
E	3	1	Citraconic acid	C5H6O4	C82604	citraconic acid	C\C(=C\C(O)=O)C(O)=O	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2-	HNEGQIOMVPPMNR-IHWYPQMZSA-N	C5H6O4	CHEBI:17626	C02226	HMDB0000634	
E	4	1	Glutaric acid	C5H8O4	G3407	glutaric acid	C(CC(=O)O)CC(=O)O	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	JFCQEDHGNNZCLN-UHFFFAOYSA-N	C5H8O4	CHEBI:17859	C00489	HMDB0000661	LMFA01170046
E	5	1	Adipic acid	C6H10O4	9582	adipic acid	C(CCC(=O)O)CC(=O)O	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	WNLRTRBMVRJNCN-UHFFFAOYSA-N	C6H10O4	CHEBI:30832	C06104	HMDB0000448	LMFA01170048
E	6	1	2,5-Furandicarboxylic acid	C6H4O5	722081	furan-2,5-dicarboxylic acid	C1=C(OC(=C1)C(=O)O)C(=O)O	InChI=1S/C6H4O5/c7-5(8)3-1-2-4(11-3)6(9)10/h1-2H,(H,7,8)(H,9,10)	CHTHALBTIRVDBM-UHFFFAOYSA-N	C6H4O5	CHEBI:84212		HMDB0004812	
E	7	1	L-Dihydroorotic acid	C5H6N2O4	D7128	(S)-dihydroorotic acid	OC(=O)[C@@H]1CC(=O)NC(=O)N1	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/t2-/m0/s1	UFIVEPVSAGBUSI-REOHCLBHSA-N	C5H6N2O4	CHEBI:17025	C00337	HMDB0003349	
E	8	1	L-Ascorbic acid	C6H8O6	A5707	L-ascorbic acid	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	C6H8O6	CHEBI:29073	C00072	HMDB0000044	
E	9	1	Hippuric acid	C9H9NO3	112003	N-benzoylglycine	OC(=O)CNC(=O)c1ccccc1	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	QIAFMBKCNZACKA-UHFFFAOYSA-N	C9H9NO3	CHEBI:18089	C01586	HMDB0000714	
E	10	1	Citric acid	C6H8O7	251275	citric acid	OC(=O)CC(O)(CC(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	KRKNYBCHXYNGOX-UHFFFAOYSA-N	C6H8O7	CHEBI:30769	C00158	HMDB0000094	
E	11	1	N-(CINNAMOYL)GLYCINE	C11H11NO3	S658200	N-cinnamoylglycine	OC(=O)CNC(=O)\C=C\c1ccccc1	InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+	YAADMLWHGMUGQL-VOTSOKGWSA-N	C11H11NO3	CHEBI:68616		HMDB0011621	
E	12	1	L-Argininosuccinic acid lithium salt	C10H18N4O6	73097	(N(omega)-L-arginino)succinic acid	N[C@@H](CCCNC(=N)NC(CC(O)=O)C(O)=O)C(O)=O	InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6?/m0/s1	KDZOASGQNOPSCU-ZBHICJROSA-N	C10H18N4O6	CHEBI:15682	C03406		
F	1	1	Maleic acid	C4H4O4	M0375	maleic acid	OC(=O)\C=C/C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-	VZCYOOQTPOCHFL-UPHRSURJSA-N	C4H4O4	CHEBI:18300	C01384	HMDB0000176	
F	2	1	Indole-3-carboxaldehyde	C9H7NO	129445	indole-3-carbaldehyde	C12=C(NC=C1C([H])=O)C=CC=C2	InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H	OLNJUISKUQQNIM-UHFFFAOYSA-N	C9H7NO	CHEBI:28238	C08493	HMDB0029737	
F	3	1	Indole-3-carboxylic acid	C9H7NO2	284734	indole-3-carboxylic acid	OC(=O)c1c[nH]c2ccccc12	InChI=1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)	KMAKOBLIOCQGJP-UHFFFAOYSA-N	C9H7NO2	CHEBI:24809	HMDB0003320		
F	4	1	3,4-Dihydroxyphenylacetic acid	C8H8O4	850217	(3,4-dihydroxyphenyl)acetic acid	OC(=O)Cc1ccc(O)c(O)c1	InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	CFFZDZCDUFSOFZ-UHFFFAOYSA-N	C8H8O4	CHEBI:41941	C01161	HMDB0001336	
F	5	1	Gallic acid	C7H6O5	G7384	gallic acid	C1=C(C=C(C(=C1O)O)O)C(=O)O	InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)	LNTHITQWFMADLM-UHFFFAOYSA-N	C7H6O5	CHEBI:30778	C01424	HMDB0005807	
F	6	1	3-Indoleacetic acid	C10H9NO2	I3750	indole-3-acetic acid	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	SEOVTRFCIGRIMH-UHFFFAOYSA-N	C10H9NO2	CHEBI:16411	C00954	HMDB0000197	
F	7	1	3-Indoleacrylic acid	C11H9NO2	I2273	(E)-3-(indol-3-yl)acrylic acid	C1(=CNC2=C1C=CC=C2)\C=C\C(=O)O	InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)/b6-5+	PLVPPLCLBIEYEA-AATRIKPKSA-N	C11H9NO2	CHEBI:132244			
F	8	1	Kynurenic acid	C10H7NO3	K3375	kynurenic acid	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	HCZHHEIFKROPDY-UHFFFAOYSA-N	C10H7NO3	CHEBI:18344	C01717	HMDB0000715	
F	9	1	DL-Isocitric acid trisodium salt hydrate	C6H8O7	I1252	isocitric acid	OC(C(CC(O)=O)C(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)	ODBLHEXUDAPZAU-UHFFFAOYSA-N	C6H8O7	CHEBI:30887	C00311	HMDB0000193	
F	10	1	Indole-3-pyruvic acid	C11H8NO3	I7017	3-(indol-3-yl)pyruvic acid	C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O	InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)	RSTKLPZEZYGQPY-UHFFFAOYSA-N	C11H9NO3	CHEBI:29750	C00331	HMDB0060484	
F	11	1	DL-Indole-3-lactic acid	C11H11NO3	I5508	3-(indol-3-yl)lactic acid	OC(Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	XGILAAMKEQUXLS-UHFFFAOYSA-N	C11H11NO3	CHEBI:24813	C02043	HMDB0000671	
F	12	1	Prephenic acid barium salt	C10H10O6	P2384	prephenic acid	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O	InChI=1S/C10H10O6/c11-6-1-3-10(4-2-6,9(15)16)5-7(12)8(13)14/h1-4,6,11H,5H2,(H,13,14)(H,15,16)	FPWMCUPFBRFMLH-UHFFFAOYSA-N	C10H10O6	CHEBI:16666		HMDB0012283	
